ID,Name,Address,Style,Price,Hours, Special food, Suitable, Space, Characteristic, Longitude, Latitude, City 
77,Shang Garden - Tôn Thất Tùng,"Số 1A Tôn Thất Tùng, P. Phạm Ngũ Lão, Q. 1",,350.000 - 500.000,08h00 - 14h30; 17h30 – 22h30,"Lẩu riêu cá chép, Xôi 79, Sườn bò 79, Gỏi sò huyết ốc tương, Bào ngư sốt nấm đông cô và dầu hào, Miến cua tay cầm, Set 79 Sashimi, Lẩu Samurai 79…","Gặp gỡ đối tác, liên hoan, tiệc công ty, tụ họp bạn bè, gia đình, sinh nhật",Xe ô tô: Bãi xe tại nhà hàng (Phí phụ thuộc đơn vị trông giữ xe),"Với thương hiệu gần 12 năm gây dựng, Phố 79 mang tới những trải nghiệm ẩm thực cao cấp, đậm dấu ấn riêng cùng kiến trúc không gian sang trọng, góp phần tạo nên thành công cho mỗi bữa tiệc đẳng cấp của khách hàng.",106.689160,10.769310,
78,ST Rooftop – Võ Văn Kiệt,"Lầu 9 (tầng thượng), Toà nhà Samco, Số 326 Võ Văn Kiệt, P.Cô Giang, Q. 1",,150.000 – 250.000,17h00 – 23h00,"Thịt heo hai đầu da cuốn, Bún mắm nêm, Bánh bèo chén, Bánh đúc nóng...","Gia đình, bạn bè, họp nhóm...",Phong cách tối giản - bán cổ điển,"Điểm đặc trưng: Quán Cuốn Saigon chuyên món cuốn, đặc biệt là các món cuốn mang hương vị miền Trung.",106.694680,10.760240,
79,Sushi Kei - SC VivoCity,"Gian hàng Lô 03-24b, Tầng 3, TTTM SC Vivocity - Dự án TTTM Dịch Vụ Giải Trí Nam Sài Gòn, số 1058 Nguyễn Văn Linh, Khu phố 1, Phường Tân Phong, Quận 7",,200.000 - 350.000,10h00 – 22h00,"Sườn non bò Mỹ rút xương sốt Bulgogi, Dẻ sườn bò Mỹ nướng sốt bào ngư, Chóp vai bò Mỹ nướng sốt Shoyu, Lưỡi bò Mỹ rắc muối Nhật, Tôm sú sốt sa tế tỏi, Cá lăng phi lê nướng muối ớt, Cá hồi phi lê sốt Teriyaki...","Khách hàng văn phòng, gia đình, bạn bè, họp nhóm…","Trẻ trung, hiện đại","- Menu hoành tráng với hơn 130 món ăn và các loại nước chấm mang đậm phong cách của các thành phố nổi bật.
- 5 vị lẩu đặc sắc: Lẩu kim chi, Lẩu xí quách, Lẩu nấm, Lẩu Thái, Lẩu Chanko",106.703510,10.729814,
92,Shamoji Robata Yaki - Lê Thị Riêng,"Số 29-31 Lê Thị Riêng, P. Bến Nghé, Q. 1",,500.000 - 700.000,10h30 - 14h00 & 17h00 - 23h59,- Không gian truyền thống đầy màu sắc đậm chất làng chài cổ Nhật Bản,KHÔNG GIAN:,,,106.615557,10.771296,
80,Nossa Steakhouse - Phạm Hồng Thái,"Số 36 Phạm Hồng Thái, P. Bến Thành, Q. 1",,300.000 - 450.000,T2-T6: 17h00-22h30 &  T7-CN: 11h00 - 14h00 & 17h00 - 22h30,"Cháo ếch Singapore, Cua sốt ớt Singapore, Các món cari, Các món Sambal, Hải sản tươi sống…","Họp mặt bạn bè, liên hoan, đặt tiệc, gia đình, tiếp khách…",Phong cách kiến trúc Âu – Á,Giữ nguyên hương vị truyền thống Singapore và sự kết hợp hài hòa với các nền văn hóa ẩm thực đa dạng.,106.695769,10.771284,
81,Ốc Ghe Rooftop - Trần Quang Khải,"124 Trần Quang Khải, P. Tân Định, Q. 1",,150.000 - 250.000,15h00 - 1h00,"Fresh Cherabin Spaghetti, Salmon Steak, Ontama Bolognese Spaghetti, Pesto Seafood, Cheese Platter, Ceasar Salad…","Tụ họp, gặp mặt, họp nhóm, sinh nhật, gia đình...",Italia hiện đại,"Basta Hiro được sáng lập bởi Hiromi Yamada - đầu bếp nổi tiếng người Nhật với tài năng đặc biệt trong việc sáng tạo các món Ý. Là người đã viết ra hàng chục cuốn sách về món Ý, ông là một trong những đầu bếp huyền thoại góp phần mang lại sự kết hợp tinh tế giữa hai phong cách Ý - Nhật.",106.692024,10.792171,
82,On-Yasai Shabu Shabu – Lê Thánh Tôn,"Lầu 2, Số 15/7 Lê Thánh Tôn, P. Bến Nghé, Q. 1",,200.000 - 500.000,10h00 – 22h00,"- Thịt sườn bò Wagyu Australian, Thịt mông bò Wagyu Australian, Nạc vai bò Australian thượng hạng, Nạc vai bò Mỹ,...
- Nhúng lẩu: Nấm hải sản, Nấm bào ngư, Nấm sò, Nấm hương, Nấm kim châm","Tụ họp, gặp mặt, liên hoan, họp nhóm, gia đình....",Nhật Bản,On-Yasai nằm trong chuỗi nhà hàng nổi tiếng tại Nhật Bản thuộc sở hữu của tập đoàn Colowide - tập đoàn về kinh doanh nhà hàng có quy mô đứng đầu tại Nhật Bản,106.704912,10.780683,
83,Oporto - Hồ Tùng Mậu,"Số 63 Hồ Tùng Mậu, P. Bến Nghé, Q. 1",,100.000 - 300.000,09h30 – 23h00,"Gà nướng lửa hồng, Bondi Burger, Bánh Pita, Cơm trộn gà nướng...","Họp nhóm, hẹn hò, gia đình, đồng nghiệp...","Hiện đại, trẻ trung","Oporto - thương hiệu nổi tiếng toàn cầu, là nhà hàng chuyên phục vụ các món Gà nướng kiểu Bồ Đào Nha cùng rất nhiều món ăn nhanh đặc trưng khác.",106.703706,10.771723,
84,Phố 79 - Sương Nguyệt Ánh,"79 Sương Nguyệt Ánh, P. Bến Thành, Q. 1",,399.000 - 1.000.000,09h30 - 23h30,"Lẩu riêu cá chép, Xôi 79, Sườn bò 79, Gỏi sò huyết ốc tương, Bào ngư sốt nấm đông cô và dầu hào, Miến cua tay cầm, Set 79 Sashimi, Lẩu Samurai 79…","Gặp gỡ đối tác, liên hoan, tiệc công ty, tụ họp bạn bè, gia đình, sinh nhật",Xe ô tô: Bãi xe tại nhà hàng (Phí phụ thuộc đơn vị trông giữ xe),"Với thương hiệu gần 12 năm gây dựng, Phố 79 mang tới những trải nghiệm ẩm thực cao cấp, đậm dấu ấn riêng cùng kiến trúc không gian sang trọng, góp phần tạo nên thành công cho mỗi bữa tiệc đẳng cấp của khách hàng.",106.688927,10.771480,
85,Quán Bụi - Lê Thánh Tôn,"222 - 224 Lê Thánh Tôn, P. Bến Thành, Q. 1",,250.000 - 350.000,07h00 - 23h00,"Cháo ếch Singapore, Cua sốt ớt Singapore, Các món cari, Các món Sambal, Hải sản tươi sống…","Họp mặt bạn bè, liên hoan, đặt tiệc, gia đình, tiếp khách…",Phong cách kiến trúc Âu – Á,Giữ nguyên hương vị truyền thống Singapore và sự kết hợp hài hòa với các nền văn hóa ẩm thực đa dạng.,106.696595,10.772620,
86,Quán Bụi Original - 19 Ngô Văn Năm,"19 Ngô Văn Năm, P. Bến Nghé, Q. 1",,250.000 - 350.000,07h00 - 23h00,,"KH văn phòng, bạn bè, gia đình,...","Không gian mộc mạc, giản dị","- Chuỗi nhà hàng thương hiệu QUÁN BỤI  được thành lập vào năm 2011 hiện tại đã phát triển có cho mình 7 chi nhánh ở Hồ Chí Minh.
- Quán Bụi mang cho mình một phong cách thuần việt lấy ý tưởng trang trí nội thất không gian Indochine.",106.705870,10.781319,
87,Quán Ngon 138 - Nam Kỳ Khởi Nghĩa,"Số 138 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Q. 1",,150.000 - 200.000,07h30 – 22h30,"Bánh tôm Hồ Tây, Chả cốm, Bánh đa cua Hải Phòng, Mì Quảng, Cao lầu Hội An, Bún chả cá Nha Trang, Bánh xèo, Bánh khọt, Gỏi củ hũ dừa, Rau muống xào chao ớt, Bánh canh giò heo Trảng Bàng, Bún mắm Châu Đốc...","Đặt tiệc, liên hoan, tiếp khách, sinh nhật, bạn bè, gia đình...",Kiến trúc nhà rường xưa ở Huế,Thực đơn phong phú hơn 300 món ăn 3 miền đặc trưng.,106.697596,10.777617,
88,Quán Nướng Ngói - Nguyễn Trãi,"245/23 Nguyễn Trãi, Quận 1",,150.000 vn,"10h:30 - 13h:30, 17h:30 - 20h:30",- Không gian truyền thống đầy màu sắc đậm chất làng chài cổ Nhật Bản,KHÔNG GIAN:,,,106.688032,10.764651,
89,Nhà hàng Rạng Đông – Cách Mạng Tháng 8,"Số 81 - 83 Cách Mạng Tháng 8, P. Bến Thành, Q.1",,150.000 - 250.000,06h00 - 24h00,"Lẩu riêu cá chép, Xôi 79, Sườn bò 79, Gỏi sò huyết ốc tương, Bào ngư sốt nấm đông cô và dầu hào, Miến cua tay cầm, Set 79 Sashimi, Lẩu Samurai 79…","Gặp gỡ đối tác, liên hoan, tiệc công ty, tụ họp bạn bè, gia đình, sinh nhật",Xe ô tô: Bãi xe tại nhà hàng (Phí phụ thuộc đơn vị trông giữ xe),"Với thương hiệu gần 12 năm gây dựng, Phố 79 mang tới những trải nghiệm ẩm thực cao cấp, đậm dấu ấn riêng cùng kiến trúc không gian sang trọng, góp phần tạo nên thành công cho mỗi bữa tiệc đẳng cấp của khách hàng.",106.691666,10.772380,
90,Nhà Hàng Sâm Ngọc Linh - Phố đi bộ Nguyễn Huệ,"Số 102-104, Mạc Thị Bưởi, P. Bến Nghé, Q. 1",,120.000 - 250.000,09:00-22:00,"- Sang trọng, thuần Việt
- Sức chứa: 100 khách
- Phòng riêng: 01 phòng (10-20 khách/phòng)
- Có ban công sân vườn tầng 7 ngắm nhìn con đường Đồng Khởi, Đông Du từ trên cao.","Đặt tiệc, tiếp khách, gia đình, bạn bè, sinh nhật...","Sang trọng, thuần Việt",,106.703793,10.774505,
93,Sorae Sushi Saigon,"Tầng 24-25, AB Tower, 76A Lê Lai, P. Bến Thành, Q.1",,500.000 – 530.000 vn,12h00 – 14h00; 18h00 – 00h30,"Wagyu Striploin 5 nướng, Pate Gan Ngỗng Pháp cùng nấm Truffle, Cá tuyết nướng Miso, Mì ý Tôm sốt cay, Cá hồi tẩm củ dền, Sò điệp áp chảo sốt Teriyaki, Bánh phô mai kem Ý,…","Khách hàng doanh nhân, công ty, gia đình, cặp đôi…","Phong cách điện ảnh châu Âu, sang trọng","- The Dome là nhà hàng Âu mang phong cách cinematic (phong cách điện ảnh) đầu tiên tại Sài Gòn.
- Trải nghiệm ẩm thực đỉnh cao cùng bò Wagyu Úc thượng hạng, thực đơn món Âu độc đáo với các nguyên liệu nhập khẩu trực tiếp từ Ý, Pháp, Na Uy,... trong không gian tráng lệ như các tác phẩm điện ảnh kinh điển.",106.694369,10.770444,
94,Soul Bến Thành - Thủ Khoa Huân,"Số 07 Thủ Khoa Huân, P. Bến Thành, Q. 1",,250.000 - 500.000,08h00 - 02h00 dêm,"Cháo ếch Singapore, Cua sốt ớt Singapore, Các món cari, Các món Sambal, Hải sản tươi sống…","Họp mặt bạn bè, liên hoan, đặt tiệc, gia đình, tiếp khách…",Phong cách kiến trúc Âu – Á,Giữ nguyên hương vị truyền thống Singapore và sự kết hợp hài hòa với các nền văn hóa ẩm thực đa dạng.,106.697453,10.773294,
3,Ân Nam Quán - Nguyễn Bỉnh Khiêm,"59 Nguyễn Bỉnh Khiêm, P. Đa Kao, Q. 1",,120.000 – 200.000,10h00 - 23h00,"Wagyu Striploin 5 nướng, Pate Gan Ngỗng Pháp cùng nấm Truffle, Cá tuyết nướng Miso, Mì ý Tôm sốt cay, Cá hồi tẩm củ dền, Sò điệp áp chảo sốt Teriyaki, Bánh phô mai kem Ý,…","Khách hàng doanh nhân, công ty, gia đình, cặp đôi…","Phong cách điện ảnh châu Âu, sang trọng","- The Dome là nhà hàng Âu mang phong cách cinematic (phong cách điện ảnh) đầu tiên tại Sài Gòn.
- Trải nghiệm ẩm thực đỉnh cao cùng bò Wagyu Úc thượng hạng, thực đơn món Âu độc đáo với các nguyên liệu nhập khẩu trực tiếp từ Ý, Pháp, Na Uy,... trong không gian tráng lệ như các tác phẩm điện ảnh kinh điển.",106.700986,10.790860,
4,Anrakutei Japanese BBQ - Mạc Đĩnh Chi,"Số 59 Mạc Đĩnh Chi, P. Đa Kao, Q 1",,200.000 - 300.000,11h00 -  22h00,"Bò Wagyu, Dẻ sườn bò, Sườn bò có xương, Gầu bò, Bắp bò, Ba chỉ heo, Vú heo...","Tụ họp, gặp mặt, bạn bè, gia đình...",Nhật Bản hiện đại,"- Thương hiệu Anrakutei - chuyên thịt nướng, ra đời và phát triển với hệ thống hơn 230 nhà hàng tại Nhật Bản, nay đã có mặt tại Sài Gòn. Anrakutei sẽ mang đến cho bạn những món ăn ngon, chất lượng cùng những trải nghiệm chân thực về văn hóa ẩm thực xứ hoa anh đào.
- Nổi tiếng nhất ở đây là các món thịt bò nướng thượng hạng",106.696599,10.787179,
95,Sushi KO - Lê Thánh Tôn,"26/1 Lê Thánh Tôn, P. Bến Nghé, Q. 1",,150.000 - 250.000,11h00 - 22h00,"Sashimi, Sushi, Tempura, Món nướng Yaki kiểu Nhật, Mì Udon…","Tiếp khách, tiệc công tu, gia đình, họp nhóm, sinh nhật…",Phong cách Nhật Bản,"- Vị trí đắc địa trung tâm quận 1, không gian Nhật Bản ấm cúng, có máy lạnh.
- Món ăn mang hương vị chuẩn Nhật, giá thành hợp lý.",106.703900,10.780333,
96,Sushi Masa - Thạch Thị Thanh,"Số 52 Thạch Thị Thanh, P. Tân Định, Q. 1",,200.000 - 400.000,T2-T6: 11h00 -17h00 & T7-CN: 14h00 - 17h00,"Hàu Nướng Misoyaki, Set Tàu Sashimi Titanic, Cuốn Hải Sản Chiên Xù Sốt Spicy, Cuốn Cá Hồi Phủ Cheese Đút Lò...","Gia đình, bạn bè, đồng nghiệp,...",Phong cách Nhật Bản,"Nhà hàng Sushi Masa chuyên ẩm thực Nhật Bản, hoạt động với tôn chỉ “Chất lượng, tươi ngon, hợp vệ sinh cùng những trải nghiệm dịch vụ tốt nhất có thể với giá cả phải chăng”.",106.692457,10.790493,
97,The 99 Lounge - Nguyễn Thị Minh Khai,"Tầng 15, Lapen Asset Building, 99 Nguyễn Thị Minh Khai, P. Bến Thành, Q. 1",,150.000 - 250.000,16h00 - 01h00,- Kiến trúc sân vườn,KHÔNG GIAN:,,,106.688336,10.772024,
98,The Dome Steak House - Little Saigon,"Tầng 2, toà nhà Little Saigon, 02 Đồng Khởi, P. Bến Nghé, Q. 1",,300.000 - 700.000, 09h00 – 14h00 và 17h00 - 22h00,"Wagyu Striploin 5 nướng, Pate Gan Ngỗng Pháp cùng nấm Truffle, Cá tuyết nướng Miso, Mì ý Tôm sốt cay, Cá hồi tẩm củ dền, Sò điệp áp chảo sốt Teriyaki, Bánh phô mai kem Ý,…","Khách hàng doanh nhân, công ty, gia đình, cặp đôi…","Phong cách điện ảnh châu Âu, sang trọng","- The Dome là nhà hàng Âu mang phong cách cinematic (phong cách điện ảnh) đầu tiên tại Sài Gòn.
- Trải nghiệm ẩm thực đỉnh cao cùng bò Wagyu Úc thượng hạng, thực đơn món Âu độc đáo với các nguyên liệu nhập khẩu trực tiếp từ Ý, Pháp, Na Uy,... trong không gian tráng lệ như các tác phẩm điện ảnh kinh điển.",106.706274,10.773530,
99,Unatoto - Trương Định,"Số 56- 58/12 Trương Định, P. Bến Thành, Q. 1",,200.000 - 300.000,11h00 - 22h00,"Cháo ếch Singapore, Cua sốt ớt Singapore, Các món cari, Các món Sambal, Hải sản tươi sống…","Họp mặt bạn bè, liên hoan, đặt tiệc, gia đình, tiếp khách…",Phong cách kiến trúc Âu – Á,Giữ nguyên hương vị truyền thống Singapore và sự kết hợp hài hòa với các nền văn hóa ẩm thực đa dạng.,106.695769,10.772558,
100,Urban BBQ - Nguyễn Bỉnh Khiêm,"Số 11B Nguyễn Bỉnh Khiêm, P. Bến Nghé, Q.1",,250.000 - 250.000,11h00 - 21h30,"Sườn non bò Mỹ rút xương sốt Bulgogi, Dẻ sườn bò Mỹ nướng sốt bào ngư, Chóp vai bò Mỹ nướng sốt Shoyu, Lưỡi bò Mỹ rắc muối Nhật, Tôm sú sốt sa tế tỏi, Cá lăng phi lê nướng muối ớt, Cá hồi phi lê sốt Teriyaki...","Khách hàng văn phòng, gia đình, bạn bè, họp nhóm…","Trẻ trung, hiện đại","- Menu hoành tráng với hơn 130 món ăn và các loại nước chấm mang đậm phong cách của các thành phố nổi bật.
- 5 vị lẩu đặc sắc: Lẩu kim chi, Lẩu xí quách, Lẩu nấm, Lẩu Thái, Lẩu Chanko",106.705522,10.786623,
101,Vị Quê Kitchen - Sương Nguyệt Ánh,"110 Sương Nguyệt Ánh, P. Phạm Ngũ Lão, Q. 1",,200.000 - 300.000,09h00 - 22h30,MÓN ĐẶC SẮC:,"KH văn phòng, Gia đình, bạn bè,...","Không gian hiện đại, ấm cúng",,106.688548,10.771586,
102,Viet Village - Đinh Tiên Hoàng,"Số 15-17 Đinh Tiên Hoàng, P. Đakao, Q. 1",,160.000 - 500.000,07h00 – 22h00,"Gỏi bưởi mực 1 nắng, Chả ram Làng Việt, Gù bò nướng ống tre, Gà quay nấm tam sắc, Tôm càng xốt cà ri, Lẩu sụn & gân bò Làng Việt, Chè khúc bạch…","Tụ họp, liên hoan, sinh nhật, gia đình, bạn bè…",Biệt thự cổ kết hợp hiện đại,"- Viet Village là nhà hàng chuyên các món Việt từ 3 miền, phù hợp dùng bữa thân tình với bạn bè, đồng nghiệp và đối tác.",106.699381,10.788462,
103,Vivins Wine Club – Nguyễn Đình Chiểu,"Số 11B Nguyễn Đình Chiểu, Phường Đakao, Q. 1",,250.000 – 350.000,10h00 - 24h00,"- Thịt sườn bò Wagyu Australian, Thịt mông bò Wagyu Australian, Nạc vai bò Australian thượng hạng, Nạc vai bò Mỹ,...
- Nhúng lẩu: Nấm hải sản, Nấm bào ngư, Nấm sò, Nấm hương, Nấm kim châm","Tụ họp, gặp mặt, liên hoan, họp nhóm, gia đình....",Nhật Bản,On-Yasai nằm trong chuỗi nhà hàng nổi tiếng tại Nhật Bản thuộc sở hữu của tập đoàn Colowide - tập đoàn về kinh doanh nhà hàng có quy mô đứng đầu tại Nhật Bản,106.700610,10.789350,
104,Yen Sushi & Sake Pub - Nam Kỳ Khởi Nghĩa,"92 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Q. 1",,400.000 - 500.000,10h30 - 14h00 & 17h00 - 22h00,"Các loại bánh Huế: Bánh bèo, bánh nậm, bánh lọc, bánh cuốn thịt nướng…; Cơm sen chay, Cơm sen bò, Cơm đùi gà rô ti, Cơm chiên cá mặn…; Bún bò, Bún thịt nướng, Nem lụi; Các món gỏi; Lẩu bò, Lẩu hải sản; Các loại chè Huế...","Gặp mặt, liên hoan, họp nhóm, gia đình,…..",Hiện đại,"Chuỗi nhà hàng Hue Delights chuyên phục vụ các món ăn Huế, được sáng lập bởi nghệ nhân ẩm thực Phan Tôn Tuệ Minh – người có xuất thân từ gia đình dòng dõi hoàng tộc và có nhiều người là nghệ nhân, chuyên gia ẩm thực hàng đầu Việt Nam.",106.700780,10.772262,
1,4An Café & Vietnamese Vegetarian - Nam Kỳ Khởi Nghĩa,"61 Nam kỳ khởi nghĩa, P. Bến Thành, Q. 1",,20.000 - 100.000,07h30 – 21h30,"Burger chay, Bún riêu chay, Đậu hũ ky lá cuộn sốt thảo mộc…","Gia đình, bạn bè, đồng nghiệp…","Mộc mạc, thân thiện","Không gian nhà hàng xinh xắn, tao nhã giữa lòng Sài Gòn. Món ăn đẹp, ngon, bổ dưỡng.",106.700520,10.771851,
